,ID,p7,p12,p5,p15,p9,p2,p17,p18,p20,p6
1150,841,4,4,2,3,4,4,3,4,4,3
1151,842,4,4,4,4,4,4,4,4,4,4
1152,842,4,4,3,4,4,4,4,3,4,4
1153,843,3,3,2,3,3,3,2,3,4,3
1154,844,4,2,3,4,3,3,4,3,3,3
1155,845,3,3,2,4,3,3,4,3,4,3
1156,846,4,4,4,4,4,3,4,3,3,4
1157,846,3,4,3,4,4,4,4,3,3,4
1158,846,4,4,4,4,4,4,4,4,4,4
1159,847,4,3,3,3,3,3,3,3,4,4
1160,848,3,3,2,4,3,1,3,3,3,2
1161,850,4,3,2,4,2,3,4,3,4,4
1162,852,3,2,2,4,4,3,3,4,3,3
1163,853,3,3,2,3,3,3,3,4,4,2
1164,854,4,2,2,3,3,3,3,3,4,2
1165,855,3,2,2,2,2,3,4,1,3,2
1166,856,3,3,2,4,2,3,3,3,4,2
1167,857,3,3,3,4,4,3,3,4,4,3
1168,857,3,3,2,4,3,3,3,4,4,3
1169,858,4,4,3,4,4,1,4,3,4,4
1170,858,4,4,4,4,4,3,4,4,4,4
1171,859,3,3,3,4,2,4,4,3,4,3
1172,860,1,3,3,4,3,2,3,3,1,4
1173,861,2,3,2,4,2,2,4,3,3,3
1174,862,4,4,3,4,3,3,4,4,4,3
1175,863,2,3,3,4,4,3,3,4,4,3
1176,863,3,3,3,4,3,4,3,4,4,3
1177,863,4,4,3,4,4,4,4,4,4,3
1178,864,1,4,3,1,3,3,4,4,4,3
1179,864,2,3,3,4,3,4,4,3,4,3
1180,865,4,4,4,4,4,3,4,3,3,3
1181,866,3,3,3,3,3,3,4,3,4,4
1182,866,3,4,4,4,3,2,4,3,3,4
1183,867,4,3,3,4,3,4,3,4,4,3
1184,867,4,3,3,4,2,4,3,3,3,3
1185,868,2,3,3,4,3,3,4,3,4,3
1186,869,1,3,3,4,4,3,4,3,4,3
1187,870,4,3,4,4,4,4,4,4,4,3
1188,870,4,2,2,4,4,3,3,3,3,2
1189,870,4,4,4,4,4,4,4,4,4,4
1190,871,3,3,2,4,3,4,4,4,4,3
1191,871,3,3,3,4,3,4,4,4,4,3
1192,872,4,3,2,4,2,3,3,4,4,2
1193,873,4,4,4,4,4,4,4,4,4,4
1194,873,3,3,4,4,3,4,4,4,4,4
1195,873,4,4,4,4,4,4,4,4,4,4
1196,874,3,3,3,4,3,3,4,3,3,3
1197,875,4,4,4,3,4,4,4,4,4,4
1198,875,4,3,3,4,3,4,4,4,4,3
1199,876,3,3,4,4,4,3,4,3,4,4
1200,877,2,3,2,4,2,3,2,3,3,2
1201,878,3,2,2,3,2,3,3,3,3,3
1202,879,3,2,4,4,2,4,4,3,4,4
1203,879,3,2,2,2,2,3,3,4,3,2
1204,881,2,3,2,4,3,3,3,4,4,4
1205,881,1,4,3,3,4,2,4,3,4,4
1206,881,1,3,3,3,3,2,3,2,2,3
1207,882,3,4,4,4,4,4,3,3,4,4
1208,883,2,3,3,4,3,3,2,3,4,3
1209,884,3,3,2,3,3,3,2,3,3,2
1210,885,2,3,3,3,3,3,3,4,4,3
1211,886,4,4,4,4,4,4,4,4,4,4
1212,887,2,4,3,4,3,3,3,3,4,4
1213,888,3,3,3,3,3,3,2,3,4,3
1214,889,1,3,3,4,4,4,4,4,3,3
1215,890,1,4,4,4,4,3,4,1,1,4
1216,891,1,4,2,4,4,3,4,3,3,4
1217,892,4,4,3,4,4,4,4,3,1,4
1218,893,3,3,2,3,2,4,3,3,3,2
1219,894,3,4,3,4,3,4,4,3,3,3
1220,895,3,3,2,4,3,3,3,3,4,3
1221,896,4,4,4,4,2,4,4,4,1,4
1222,897,3,4,2,4,4,3,3,4,4,2
1223,898,3,2,2,2,2,3,2,3,3,2
1224,898,3,2,2,4,2,3,4,3,4,2
1225,899,4,4,3,4,4,4,4,4,4,3
1226,899,3,4,2,4,3,4,4,4,3,2
1227,900,2,3,3,3,3,2,3,2,2,3
1228,901,3,4,4,4,2,3,2,3,4,4
1229,901,4,4,2,4,2,3,4,3,4,2
1230,902,4,4,3,4,4,4,4,2,1,3
1231,902,4,3,3,4,3,3,4,3,4,3
1232,903,1,4,2,4,4,4,4,4,4,4
1233,903,3,4,4,4,4,4,3,4,4,4
1234,904,4,4,4,3,4,3,4,3,3,4
1235,904,3,3,3,4,2,4,4,3,3,3
1236,905,2,4,4,4,4,4,4,4,4,4
1237,906,3,3,3,2,3,3,4,2,3,4
1238,906,1,4,4,3,2,3,2,3,4,4
1239,907,3,3,3,3,3,4,3,3,3,3
1240,908,3,3,3,3,3,4,3,3,4,3
1241,908,3,2,2,4,4,1,4,3,3,2
1242,909,3,3,3,4,3,3,4,3,4,1
1243,909,4,2,3,4,3,3,4,3,4,2
1244,910,4,3,3,4,3,4,4,4,4,3
1245,910,3,2,3,4,3,4,4,4,4,2
1246,911,3,4,3,4,4,3,4,3,3,3
1247,912,3,4,2,4,3,3,3,4,4,3
1248,913,3,3,3,4,3,3,3,3,3,3
1249,914,3,4,2,4,4,3,3,3,4,3
1250,915,3,4,2,3,3,3,3,3,3,2
1251,916,4,3,2,4,2,3,4,3,4,3
1252,916,2,4,3,2,4,2,3,2,2,3
1253,917,3,2,2,4,2,2,2,3,3,2
1254,918,4,3,2,4,3,4,3,3,4,3
1255,919,3,4,2,4,2,3,4,4,3,2
1256,920,3,2,2,4,3,3,3,4,4,3
1257,920,2,4,3,4,4,3,3,4,4,4
1258,921,2,3,3,4,4,4,3,4,4,3
1259,922,4,3,2,4,3,4,3,2,4,3
1260,922,2,3,3,4,3,3,3,3,4,3
1261,923,3,4,2,4,4,3,2,3,4,4
1262,923,3,3,4,4,3,3,3,3,3,3
1263,924,4,4,2,4,3,4,3,4,3,3
1264,924,4,4,3,4,4,4,3,4,4,4
1265,925,3,4,3,4,4,3,4,3,3,3
1266,926,3,3,2,3,2,3,3,3,2,3
1267,926,3,4,2,3,4,3,4,4,4,4
1268,927,4,4,4,4,2,1,4,4,4,4
1269,927,4,3,3,3,3,3,3,4,3,3
1270,928,3,2,2,4,2,3,4,3,4,2
1271,928,1,4,4,4,4,4,4,4,4,4
1272,929,4,4,4,4,4,4,4,4,4,4
1273,929,4,4,4,4,4,4,4,3,4,4
1274,929,4,4,4,4,4,4,4,4,4,4
1275,930,3,2,2,4,2,3,2,3,4,2
1276,931,3,3,3,4,3,4,4,4,4,2
1277,932,1,3,3,4,3,4,4,4,4,3
1278,932,4,3,2,3,3,4,4,4,4,3
1279,933,4,4,4,4,2,4,4,3,4,4
1280,934,3,3,2,4,3,3,3,4,4,4
1281,935,4,3,1,4,2,4,4,4,4,1
1282,935,4,2,3,3,2,3,2,2,3,3
1283,936,3,4,3,4,4,3,4,4,4,3
1284,936,3,4,2,4,4,3,4,4,4,4
1285,937,3,4,4,4,4,4,3,3,4,2
1286,938,4,4,4,4,3,1,1,3,4,2
1287,938,3,3,3,4,4,3,3,3,3,2
1288,939,2,3,3,3,3,3,2,3,3,3
1289,940,3,2,4,4,3,2,4,4,4,3
1290,940,4,3,3,4,4,3,4,4,4,3
1291,941,3,2,2,2,2,3,2,3,3,2
1292,942,3,3,4,4,3,4,3,3,3,4
1293,943,3,3,3,4,4,3,4,4,3,3
1294,944,3,2,4,1,3,3,2,3,4,2
1295,945,3,4,3,4,4,4,4,3,3,3
1296,945,3,4,3,4,4,4,4,3,4,3
1297,946,3,3,2,4,3,4,4,4,4,3
1298,947,4,4,4,4,4,3,4,3,4,4
1299,948,3,4,2,4,4,3,4,4,4,3
1300,949,4,4,2,4,2,4,4,4,4,2
1301,950,2,3,2,3,3,3,4,4,4,3
1302,951,4,3,2,4,3,3,3,3,3,2
1303,952,4,3,2,4,3,4,4,4,4,3
1304,952,4,3,2,4,3,4,3,4,4,3
1305,953,4,3,3,3,3,3,4,4,4,3
1306,953,4,3,3,4,3,3,4,3,4,3
1307,953,3,3,2,4,2,2,3,3,4,2
1308,955,4,4,4,4,4,4,4,4,4,4
1309,956,4,2,2,4,2,3,3,3,3,2
1310,957,4,3,3,4,3,3,3,4,4,3
1311,958,3,3,2,4,3,3,3,3,4,3
1312,959,2,3,3,3,3,4,3,3,4,3
1313,960,2,3,2,3,3,4,2,4,4,3
1314,960,1,4,4,4,4,4,4,4,4,4
1315,961,3,4,4,4,4,4,4,4,4,4
1316,962,2,3,3,4,3,4,3,3,4,3
1317,962,2,3,4,4,4,4,4,1,1,3
1318,963,4,3,3,3,3,3,3,3,4,3
1319,964,3,4,2,4,4,2,4,3,3,3
1320,965,4,4,4,4,3,3,3,3,3,3
1321,966,3,3,2,2,3,3,2,4,3,3
1322,966,4,3,3,3,3,3,4,4,3,3
1323,967,4,4,4,4,4,3,4,4,4,3
1324,967,4,3,2,4,3,1,3,3,3,2
1325,968,4,3,2,3,2,3,4,4,3,2
1326,968,4,3,2,4,1,3,2,4,4,2
1327,969,4,2,2,4,2,3,2,4,4,2
1328,969,3,2,2,4,2,3,2,4,3,2
1329,970,3,4,2,4,4,3,3,4,3,2
1330,971,4,2,3,4,3,3,4,1,1,3
1331,972,4,4,2,4,2,4,2,4,4,3
1332,972,3,4,3,4,3,4,3,4,4,3
1333,973,4,4,4,4,4,4,4,3,4,4
1334,974,4,4,2,4,3,4,4,4,4,2
1335,974,4,4,2,4,2,3,4,3,4,2
1336,975,4,4,3,4,3,3,4,4,4,3
1337,976,1,4,4,4,4,4,4,3,4,4
1338,977,4,3,2,4,2,4,4,4,4,3
1339,978,3,3,4,4,4,3,3,4,4,4
1340,978,4,4,3,4,4,3,4,4,4,3
1341,979,2,4,4,4,4,4,4,4,3,4
1342,980,4,4,3,4,4,3,4,3,3,3
1343,981,3,3,3,4,3,3,4,3,3,3
1344,982,4,4,3,4,4,4,4,4,4,4
1345,983,1,3,4,4,4,4,4,4,3,4
1346,984,2,4,4,4,4,4,4,4,3,2
1347,984,3,3,3,4,3,3,4,3,1,3
1348,985,3,4,4,4,4,1,4,4,4,2
1349,985,3,4,3,4,4,3,4,4,4,3
1350,986,3,2,2,4,2,3,3,3,4,2
1351,986,3,3,2,3,3,2,3,2,2,3
1352,987,3,3,3,4,3,4,4,4,4,3
1353,988,3,3,3,3,3,3,3,3,3,3
1354,988,2,4,3,4,4,3,3,3,3,3
1355,989,3,3,2,2,3,3,3,4,4,2
1356,990,1,4,4,4,4,4,4,4,4,4
1357,990,2,3,3,3,3,3,3,3,3,4
1358,991,2,2,1,3,2,3,2,2,3,2
1359,992,3,4,4,4,4,3,3,3,3,3
1360,992,3,3,3,4,3,3,3,3,4,3
1361,993,3,3,2,4,3,3,4,1,1,2
1362,994,2,3,3,4,3,3,4,4,4,3
1363,995,4,4,3,4,4,4,4,4,4,3
1364,996,3,4,2,4,2,3,4,4,4,2
1365,997,3,3,2,3,3,4,3,3,4,2
1366,997,3,4,4,4,4,4,4,4,4,4
1367,998,4,4,3,4,3,4,4,4,4,3
1368,998,2,4,2,4,3,4,3,3,4,3
1369,999,3,2,3,3,3,3,3,3,4,3
1370,999,3,3,3,4,3,3,3,2,3,3
1371,1000,3,3,3,4,3,3,4,3,3,3
1372,1000,2,3,3,4,2,4,4,3,3,4
1373,1001,3,2,3,3,4,3,3,3,3,2
1374,1001,4,2,2,4,4,3,4,3,3,4
1375,1002,4,2,2,4,2,3,2,3,3,2
1376,1003,3,4,4,4,4,3,4,4,4,2
1377,1004,4,4,2,4,3,4,3,4,4,3
1378,1004,4,3,2,4,4,4,4,4,4,3
1379,1005,3,3,3,4,3,3,4,3,3,3
1380,1006,3,3,2,3,2,4,3,3,4,3
1381,1007,4,3,2,4,2,4,4,4,4,2
1382,1007,4,3,3,4,3,3,3,4,4,3
1383,1008,2,4,3,4,3,2,4,4,4,3
1384,1009,4,3,4,4,3,3,4,3,4,2
1385,1010,3,3,3,4,3,2,4,3,3,4
1386,1010,4,3,2,3,2,2,4,3,3,4
1387,1011,4,3,2,4,4,3,3,4,4,2
1388,1012,3,2,3,4,3,4,2,3,3,3
1389,1013,4,3,3,3,3,4,3,3,3,3
1390,1013,4,4,3,4,3,3,3,3,4,3
1391,1014,4,4,4,4,4,3,4,4,4,4
1392,1015,3,2,2,4,2,3,3,3,3,3
1393,1016,4,3,2,4,3,4,4,3,4,3
1394,1016,4,4,2,4,3,4,3,3,3,3
1395,1017,4,4,4,4,4,3,4,3,4,4
1396,1018,3,3,2,4,3,3,3,3,3,2
1397,1019,3,2,2,3,2,3,2,3,1,2
1398,1019,3,2,2,2,4,3,2,3,1,2
1399,1019,4,4,4,4,4,1,4,3,3,4
1400,1020,4,3,3,3,3,3,3,3,3,2
1401,1021,2,3,3,4,3,3,4,4,4,3
1402,1021,3,3,2,4,2,3,4,3,4,2
1403,1022,3,4,2,4,4,3,2,3,3,2
1404,1022,3,4,4,4,4,3,4,3,3,4
1405,1023,1,2,2,3,3,3,3,4,4,2
1406,1023,3,4,2,4,3,4,4,3,3,4
1407,1023,3,4,3,4,2,3,4,1,3,4
1408,1024,2,4,2,4,3,3,4,3,3,3
1409,1025,3,3,2,4,2,4,3,3,3,2
1410,1025,3,3,2,4,3,3,3,3,3,2
1411,1025,4,2,3,4,2,4,3,3,3,2
1412,1026,1,3,3,2,3,1,4,3,3,3
1413,1027,4,4,4,4,3,4,4,4,4,3
1414,1027,3,3,3,4,4,3,3,4,4,4
1415,1028,4,4,4,3,4,4,2,4,4,2
1416,1028,1,4,2,4,4,4,2,4,4,2
1417,1028,3,3,2,4,2,4,3,4,4,4
1418,1029,3,3,1,3,3,1,3,3,4,2
1419,1029,3,2,2,4,2,4,2,3,3,2
1420,1030,4,3,1,4,3,4,4,4,3,3
1421,1031,3,3,2,3,3,4,3,4,3,2
1422,1032,1,4,2,4,4,3,4,1,3,2
1423,1032,1,4,1,4,4,3,2,4,4,4
1424,1032,3,4,2,4,4,4,4,3,4,2
1425,1033,3,2,2,3,3,3,3,4,3,2
1426,1034,4,4,4,4,4,4,4,3,4,4
1427,1035,3,3,2,4,2,3,4,3,4,4
1428,1035,1,4,4,4,3,3,2,3,3,4
1429,1036,3,4,4,4,3,4,4,4,4,3
1430,1037,1,4,3,3,2,3,2,2,3,4
1431,1038,1,4,4,4,4,3,4,4,4,4
1432,1038,3,2,2,4,2,3,4,3,4,2
1433,1039,3,2,4,4,4,3,4,4,4,2
1434,1039,3,4,2,4,2,3,4,3,4,2
1435,1040,3,3,3,4,3,3,4,2,4,4
1436,1041,3,4,2,3,4,1,3,3,2,4
1437,1041,4,4,3,3,4,4,3,4,3,4
1438,1042,3,4,2,4,3,4,2,4,4,3
1439,1043,3,3,2,4,3,4,4,3,3,3
1440,1043,3,2,3,4,2,2,2,3,1,2
1441,1044,4,4,3,4,4,4,4,4,4,3
1442,1044,4,4,4,4,4,3,4,4,4,3
1443,1045,4,4,2,4,2,3,4,3,4,2
1444,1045,2,4,2,4,2,3,3,3,3,3
1445,1046,3,3,3,3,2,3,3,3,3,2
1446,1046,2,3,2,4,3,3,4,3,3,3
1447,1046,3,3,2,3,2,3,4,3,4,2
1448,1047,3,3,3,4,3,3,2,4,4,2
1449,1048,3,4,3,4,3,3,4,4,4,3
1450,1049,3,4,4,4,3,3,4,3,4,3
1451,1050,3,3,2,4,3,3,4,3,4,3
1452,1051,3,3,3,3,3,3,3,3,3,3
1453,1052,3,2,2,4,3,3,2,4,3,2
1454,1053,4,3,2,3,3,3,4,3,3,3
1455,1054,3,3,3,4,4,4,4,4,4,3
1456,1054,4,4,4,4,4,4,4,4,4,4
1457,1055,3,2,4,4,2,4,2,4,4,1
1458,1055,2,3,3,4,3,4,3,3,2,3
1459,1055,3,2,2,2,2,2,3,3,3,2
1460,1056,4,4,2,4,4,4,4,3,4,4
1461,1057,1,4,4,3,3,2,2,2,2,4
1462,1058,2,3,2,4,3,3,4,3,3,3
1463,1059,3,2,4,2,2,3,4,3,3,1
1464,1059,2,3,3,3,3,2,3,2,2,3
1465,1060,4,3,3,2,2,3,2,2,2,2
1466,1060,1,4,4,4,2,4,4,3,4,2
1467,1061,3,4,4,4,4,4,4,1,4,4
1468,1062,3,4,2,4,2,4,4,4,4,4
1469,1063,1,3,3,4,3,4,3,2,2,1
1470,1063,2,4,3,4,3,2,3,2,3,4
1471,1064,4,4,2,4,3,1,4,4,4,4
1472,1064,3,2,2,4,2,4,2,3,4,2
1473,1065,4,3,3,4,4,4,4,4,4,3
1474,1065,3,4,3,4,3,4,4,4,3,4
1475,1066,3,3,2,4,4,1,4,3,4,4
1476,1066,2,4,3,4,4,3,4,4,4,3
1477,1067,3,2,2,2,3,3,2,3,3,3
1478,1068,2,3,2,3,3,3,4,4,4,3
1479,1068,3,3,2,4,3,1,3,4,4,3
1480,1069,3,4,3,4,3,3,4,3,3,3
1481,1069,3,3,2,4,3,3,4,3,3,3
1482,1070,3,3,3,4,3,4,3,4,4,3
1483,1071,4,4,2,4,4,3,3,3,4,2
1484,1072,3,4,4,4,4,3,4,4,3,3
1485,1073,3,4,4,4,4,3,4,4,3,3
1486,1073,3,3,4,4,4,1,4,4,4,3
1487,1074,2,2,3,4,2,3,3,4,3,3
1488,1074,3,2,2,4,3,3,3,3,2,2
1489,1075,3,3,2,4,2,3,4,3,3,2
1490,1076,3,2,2,4,1,4,4,4,4,2
1491,1077,3,4,3,4,4,4,4,4,4,4
1492,1077,3,2,2,3,4,3,4,3,4,2
1493,1078,3,3,3,3,3,3,3,4,4,3
1494,1079,2,2,2,4,3,3,2,3,3,2
1495,1080,4,3,3,4,3,4,3,4,4,3
1496,1081,4,2,1,2,2,3,3,3,3,1
1497,1082,3,2,3,4,2,3,3,3,4,3
1498,1082,3,3,2,4,2,3,4,3,3,2
1499,1082,1,4,4,4,3,4,4,4,4,4
1500,1083,3,4,3,4,4,3,4,4,4,3
1501,1083,3,3,2,3,3,3,4,3,4,2
1502,1084,2,4,4,4,4,4,4,1,4,4
1503,1084,3,4,2,3,3,3,3,3,4,3
1504,1084,1,3,2,3,3,3,3,1,4,2
1505,1085,2,3,4,3,3,2,3,2,2,3
1506,1086,3,4,2,4,3,3,3,4,3,3
1507,1087,2,3,3,4,4,4,3,4,4,3
1508,1087,2,4,3,4,4,4,4,3,3,3
1509,1088,2,3,2,3,3,4,3,3,3,2
1510,1089,3,3,3,3,3,2,3,3,3,3
1511,1089,3,4,3,4,3,3,3,3,4,3
1512,1090,3,3,2,3,4,3,3,3,3,3
1513,1091,4,3,2,4,3,3,4,4,3,2
1514,1092,3,3,2,3,3,3,2,2,3,3
1515,1093,3,4,2,4,4,4,4,4,4,3
1516,1093,4,3,4,4,4,3,4,4,4,3
1517,1094,3,3,3,3,3,3,3,3,3,2
1518,1095,3,4,2,2,2,3,2,4,4,2
1519,1096,4,4,4,4,2,4,4,3,3,4
1520,1097,3,3,3,3,3,3,3,3,3,3
1521,1098,4,4,4,4,4,4,4,4,4,4
1522,1099,2,3,3,4,3,4,4,4,4,3
1523,1100,4,3,3,4,3,4,4,4,4,3
1524,1100,4,4,4,4,4,4,4,4,4,4
1525,1101,3,3,3,4,3,4,3,4,4,3
1526,1102,4,3,2,4,3,3,3,3,3,3
1527,1103,3,2,4,4,4,3,4,3,3,4
1528,1104,3,4,2,4,3,3,2,3,3,3
1529,1105,4,4,4,4,4,4,4,4,4,3
1530,1106,3,4,2,3,3,4,2,3,3,4
1531,1107,3,4,2,4,4,3,4,3,3,4
1532,1107,4,4,2,4,4,4,4,3,3,4
1533,1108,4,3,3,4,4,3,3,3,4,4
1534,1108,1,4,4,4,4,1,3,4,4,3
1535,1109,2,2,3,3,3,3,3,4,3,3
1536,1110,1,3,4,4,4,4,4,3,3,4
1537,1111,3,3,2,4,3,4,3,3,4,3
1538,1112,3,3,2,4,3,3,4,3,3,3
1539,1112,3,3,2,4,3,4,1,3,4,4
1540,1113,3,3,1,3,3,4,2,3,4,2
1541,1114,4,2,2,4,3,4,3,4,4,2
1542,1114,2,4,3,4,4,1,4,4,4,4
1543,1115,4,4,2,4,4,3,3,3,4,2
1544,1116,3,3,3,3,3,3,2,3,3,3
1545,1116,4,4,2,4,2,3,2,3,3,4
1546,1117,1,2,4,4,4,3,4,2,1,4
1547,1118,2,2,2,4,3,3,3,3,3,3
1548,1119,3,3,2,4,2,3,3,3,3,3
1549,1120,2,3,3,4,2,3,4,3,3,3
1550,1120,2,3,3,4,3,3,3,4,4,4
1551,1121,4,3,3,3,3,2,3,4,4,3
1552,1122,3,2,1,3,3,3,2,3,3,2
1553,1122,3,2,1,3,3,3,2,3,2,1
1554,1123,3,3,3,4,3,3,3,3,4,3
1555,1123,3,3,4,2,3,3,4,4,3,3
1556,1124,3,3,2,4,3,4,4,3,4,2
1557,1125,2,2,3,3,3,3,3,3,4,3
1558,1125,3,4,4,4,4,3,4,3,4,4
1559,1126,2,3,4,4,3,4,4,4,4,3
1560,1127,3,3,2,4,2,4,2,4,4,2
1561,1128,2,2,4,4,4,4,1,4,4,3
1562,1129,4,4,2,4,4,3,3,4,4,2
1563,1130,1,4,3,3,4,4,4,3,4,4
1564,1131,4,3,2,3,3,3,3,4,4,2
1565,1132,2,3,3,3,2,2,3,3,3,2
1566,1133,3,2,4,4,4,3,2,3,4,4
1567,1134,4,3,3,4,3,3,3,4,4,3
1568,1134,4,3,3,4,3,3,4,4,4,3
1569,1134,4,4,3,3,3,4,3,3,4,3
1570,1135,3,3,3,3,3,3,3,3,3,3
1571,1136,3,4,4,4,4,4,4,3,4,3
1572,1137,3,4,2,4,2,3,4,3,4,4
1573,1138,3,2,2,2,2,4,2,3,3,2
1574,1139,3,2,2,4,2,3,2,4,4,2
1575,1139,3,4,4,4,2,4,4,4,4,4
1576,1139,1,4,4,4,4,4,4,4,4,4
1577,1140,3,2,2,4,2,2,4,3,4,2
1578,1141,3,3,4,4,3,4,4,3,4,3
1579,1142,3,3,3,3,3,2,3,2,2,3
1580,1142,4,3,2,3,3,2,2,4,3,3
1581,1143,3,4,3,3,2,4,3,3,4,3
1582,1144,2,3,3,4,3,4,4,3,4,3
1583,1144,3,3,2,4,3,4,4,4,4,3
1584,1145,2,3,2,3,3,3,2,3,3,3
1585,1146,4,4,2,4,3,4,3,4,4,3
1586,1147,3,3,2,4,3,3,2,4,4,3
1587,1148,3,4,2,4,4,4,3,3,3,2
1588,1149,4,2,2,4,2,3,4,4,3,2
1589,1149,4,3,2,4,2,3,4,4,3,4
1590,1150,3,3,3,4,3,3,3,3,4,3
1591,1151,4,3,3,4,3,4,3,3,3,2
1592,1152,3,4,4,4,4,4,4,4,4,3
1593,1153,4,3,3,3,2,4,2,3,3,3
1594,1153,2,2,4,4,3,3,2,4,3,3
1595,1154,2,2,2,4,2,2,2,3,3,2
1596,1155,3,4,3,4,3,3,3,3,3,2
1597,1155,2,3,3,4,3,3,3,3,1,2
1598,1155,1,4,3,4,3,4,3,4,4,3
1599,1156,2,3,3,4,3,2,3,3,3,2
1600,1157,4,4,4,3,2,3,3,4,3,4
1601,1158,1,2,3,4,3,3,2,3,4,4
1602,1158,3,2,3,4,2,2,3,3,4,3
1603,1159,3,2,4,4,2,4,2,3,4,4
1604,1160,3,3,2,3,3,4,4,4,4,4
1605,1160,4,3,2,4,3,3,4,4,4,3
1606,1161,4,3,3,4,3,3,3,3,3,3
1607,1162,3,3,3,4,3,3,4,3,3,3
1608,1162,3,3,3,4,3,4,4,3,4,3
1609,1163,4,4,2,4,4,4,4,4,4,4
1610,1164,3,2,2,4,2,3,3,3,3,3
1611,1164,3,3,2,3,3,3,3,4,4,3
1612,1165,3,3,3,4,3,3,2,3,4,2
1613,1166,3,3,3,4,4,3,3,4,4,2
1614,1166,3,4,2,4,3,4,3,4,4,3
1615,1167,3,3,3,4,3,2,2,3,3,2
1616,1168,3,3,2,4,3,3,3,3,4,4
1617,1169,4,2,3,4,2,4,4,3,4,3
1618,1170,3,2,3,4,3,3,4,4,3,2
1619,1171,3,3,2,4,3,3,4,2,4,3
1620,1172,2,3,3,4,4,3,4,3,4,4
1621,1172,1,4,3,4,3,3,4,4,4,4
1622,1173,3,3,3,4,3,3,3,3,4,3
1623,1173,4,4,4,4,4,3,4,4,4,3
1624,1174,4,3,2,4,3,3,4,4,4,2
1625,1174,3,3,3,4,3,4,4,4,4,3
1626,1175,3,4,3,3,4,3,3,3,3,3
1627,1176,4,4,3,4,3,3,3,4,4,3
1628,1176,4,2,3,3,3,4,3,4,4,3
1629,1177,3,3,2,4,3,4,4,4,4,2
1630,1178,2,4,3,4,3,4,4,4,4,3
1631,1179,3,3,3,3,3,3,4,3,3,2
1632,1180,1,4,4,4,4,4,4,4,4,4
1633,1181,3,4,2,4,2,3,2,3,3,2
1634,1181,3,1,2,4,1,3,1,4,3,2
1635,1182,3,4,4,4,2,3,2,3,4,2
1636,1182,1,2,3,4,2,3,2,3,4,2
1637,1183,3,2,2,3,3,3,2,3,3,2
1638,1183,4,2,2,3,2,3,2,3,3,2
1639,1184,4,4,4,4,4,4,4,4,4,4
1640,1185,3,2,2,4,3,2,4,3,4,3
1641,1185,3,3,4,4,4,3,4,3,1,1
1642,1186,1,3,3,4,2,3,4,2,2,4
1643,1186,4,3,4,4,4,3,3,3,4,4
1644,1187,3,2,3,3,2,3,3,4,4,3
1645,1188,3,2,2,4,3,4,3,4,4,2
1646,1188,3,2,2,4,2,3,2,3,3,2
1647,1189,2,4,3,4,4,4,4,4,4,4
1648,1189,4,3,2,4,3,3,2,3,4,3
1649,1190,3,2,2,3,3,4,3,3,4,2
1650,1191,3,3,2,4,3,3,3,3,4,3
1651,1191,4,3,3,4,3,3,3,3,4,3
1652,1192,2,3,2,4,3,2,3,3,4,3
1653,1193,2,3,3,3,3,4,3,3,4,4
1654,1194,4,4,2,4,4,1,2,4,4,2
1655,1195,3,3,2,4,2,3,4,4,4,3
1656,1195,4,4,4,4,4,3,4,4,4,4
1657,1196,3,2,3,4,2,3,4,3,3,2
1658,1197,4,4,4,4,4,4,4,4,4,4
1659,1197,4,4,3,4,3,4,4,4,4,3
1660,1198,4,3,3,4,3,4,3,4,4,3
1661,1198,4,3,3,4,3,3,3,3,4,3
1662,1199,4,4,3,4,3,4,4,3,4,2
1663,1200,4,3,2,4,3,4,3,4,4,3
1664,1200,4,4,4,4,4,4,4,4,4,4
1665,1201,3,3,3,4,4,4,3,4,4,4
1666,1201,4,4,3,4,4,4,4,4,4,4
1667,1202,2,3,3,4,3,3,4,3,3,4
1668,1203,3,2,4,3,2,3,3,4,4,3
1669,1204,2,2,3,4,4,3,4,3,4,3
1670,1205,3,3,2,3,3,3,3,3,4,3
1671,1206,3,3,3,3,3,4,3,4,4,2
1672,1207,3,2,1,4,3,3,4,3,4,2
1673,1208,2,4,3,3,4,2,3,2,2,3
1674,1209,3,4,3,4,4,4,3,3,3,3
1675,1209,4,3,4,4,3,3,3,3,3,4
1676,1210,4,4,3,4,4,4,4,4,4,3
1677,1210,4,4,3,4,4,4,3,3,4,4
1678,1210,4,3,3,4,3,4,4,4,4,3
1679,1211,3,3,3,4,3,4,3,3,4,3
1680,1212,1,4,4,4,4,4,4,4,4,4
1681,1213,1,2,4,4,4,1,2,3,3,4
1682,1214,3,4,4,4,4,2,4,3,4,4
1683,1214,2,4,3,4,4,3,3,3,4,4
1684,1215,4,3,3,4,3,3,4,3,3,3
1685,1215,3,4,3,4,3,3,4,3,3,2
1686,1216,3,3,2,4,3,3,4,3,3,3
1687,1217,2,3,2,3,3,4,3,3,4,3
1688,1218,3,2,2,3,2,3,4,4,4,2
1689,1219,3,3,4,4,4,4,3,3,3,3
1690,1220,4,4,3,4,4,3,4,4,4,3
1691,1220,4,3,3,4,3,4,4,3,4,3
1692,1221,3,3,2,4,2,3,4,3,4,2
1693,1222,3,3,2,4,3,2,3,3,4,2
1694,1223,4,4,2,4,4,4,4,3,4,3
