,ID,p7,p12,p5,p15,p9,p2,p17,p18,p20,p6
2232,1606,3,3,2,3,3,3,3,3,3,2
2233,1607,3,4,4,4,4,3,2,1,3,2
2234,1608,4,4,3,4,4,4,4,3,4,3
2235,1609,3,3,2,4,3,3,4,3,4,2
2236,1610,3,3,2,4,3,3,2,3,3,2
2237,1611,3,3,1,4,3,4,4,4,4,2
2238,1612,3,2,2,4,2,3,2,3,4,2
2239,1613,2,4,4,4,3,3,4,3,4,2
2240,1613,3,3,4,4,2,3,3,3,3,4
2241,1614,4,4,2,4,2,3,4,3,4,2
2242,1614,3,2,2,2,2,3,2,3,4,2
2243,1615,4,4,4,4,4,4,3,4,4,4
2244,1616,3,4,2,4,2,3,4,3,4,4
2245,1617,2,2,2,3,2,3,2,3,3,2
2246,1618,3,3,3,3,3,4,3,4,3,3
2247,1618,4,3,3,3,3,4,3,3,3,3
2248,1619,2,3,2,4,3,4,4,3,4,3
2249,1620,3,4,2,4,3,4,3,3,4,2
2250,1621,4,4,3,4,4,4,4,4,4,4
2251,1621,4,4,3,4,4,4,4,4,4,4
2252,1622,3,4,4,4,2,3,4,3,3,2
2253,1623,4,3,2,4,3,3,3,3,4,3
2254,1623,4,3,2,4,3,3,3,4,4,3
2255,1624,3,4,4,4,4,4,4,3,3,4
2256,1624,2,4,4,3,3,4,4,3,3,3
2257,1625,3,3,3,4,3,3,3,4,4,2
2258,1626,2,3,3,3,3,4,3,4,4,3
2259,1627,3,3,3,4,3,2,3,3,3,2
2260,1627,3,3,3,3,3,4,3,3,3,2
2261,1628,3,2,2,2,2,3,2,3,4,2
2262,1629,4,4,4,4,4,3,4,4,4,4
2263,1629,4,4,3,4,4,3,4,4,3,4
2264,1630,3,2,2,4,2,3,2,3,3,2
2265,1631,4,3,2,4,3,3,4,4,4,4
2266,1631,3,2,2,3,2,2,3,4,4,2
2267,1632,3,4,2,3,4,3,2,3,3,3
2268,1633,3,3,2,4,4,3,4,3,3,3
2269,1633,3,3,2,4,3,3,2,4,4,3
2270,1634,3,2,2,2,2,3,2,3,3,2
2271,1634,4,2,2,2,2,3,2,3,3,2
2272,1635,1,4,4,4,4,4,4,4,3,4
2273,1636,4,3,3,3,3,4,3,4,4,3
2274,1637,3,3,2,4,3,3,4,3,4,2
2275,1638,4,4,3,4,4,4,4,4,4,4
2276,1638,4,3,3,4,3,4,4,4,4,3
2277,1639,2,4,4,3,4,2,4,2,3,4
2278,1640,4,3,4,3,3,3,3,4,4,4
2279,1640,4,3,3,4,3,3,2,3,4,3
2280,1641,4,3,3,4,4,3,4,3,4,3
2281,1641,4,4,4,4,4,3,4,3,4,4
2282,1642,4,3,3,4,3,4,4,3,4,3
2283,1642,3,3,3,4,3,3,4,3,3,3
2284,1643,4,3,2,4,3,3,2,3,4,2
2285,1644,3,3,3,4,3,3,3,3,4,3
2286,1645,3,2,2,3,3,4,3,3,3,3
2287,1646,3,4,3,4,4,4,4,3,4,4
2288,1647,3,3,2,4,4,3,4,3,4,4
2289,1647,4,3,2,4,3,3,4,4,4,3
2290,1648,4,3,4,4,4,3,3,3,4,3
2291,1649,2,4,3,4,3,4,4,3,4,3
2292,1650,4,4,3,4,4,3,4,3,3,4
2293,1651,3,4,4,4,3,2,2,3,2,4
2294,1651,2,3,3,3,3,2,2,3,4,3
2295,1652,4,3,2,4,3,2,4,3,3,3
2296,1653,3,2,2,4,2,3,3,3,4,2
2297,1653,4,4,3,4,4,4,3,3,4,2
2298,1654,4,3,3,4,4,3,3,4,4,3
2299,1655,3,3,2,4,3,4,2,4,4,2
2300,1655,4,4,2,4,4,4,4,4,4,4
2301,1655,4,4,2,4,2,4,3,4,4,3
2302,1656,4,3,2,4,3,4,3,4,4,3
2303,1657,3,2,3,4,3,3,2,4,4,2
2304,1658,3,4,2,4,3,4,4,3,3,3
2305,1659,2,3,3,4,3,3,2,3,4,3
2306,1660,3,2,3,4,3,3,4,3,4,2
2307,1661,4,4,2,4,4,4,4,4,4,3
2308,1662,3,3,2,3,3,3,3,3,3,3
2309,1662,3,3,3,3,3,3,3,3,3,3
2310,1663,4,3,4,4,3,4,4,3,4,2
2311,1664,2,3,2,3,3,3,2,3,3,3
2312,1665,3,3,2,4,3,4,3,4,4,2
2313,1666,4,3,3,4,3,3,4,3,3,3
2314,1666,3,3,2,4,3,3,4,3,3,2
2315,1667,3,3,3,4,2,3,3,4,4,3
2316,1667,3,3,3,4,2,4,3,4,4,3
2317,1668,2,3,2,4,2,1,2,4,2,3
2318,1668,4,4,2,4,4,3,4,3,4,2
2319,1669,2,4,4,4,4,4,4,2,4,3
2320,1670,1,4,4,4,3,3,3,3,2,2
2321,1671,4,3,3,3,3,3,3,4,4,3
2322,1671,3,3,3,4,3,3,4,3,4,3
2323,1672,2,3,2,4,3,3,4,3,4,3
2324,1672,3,2,2,4,3,3,4,3,2,3
2325,1672,3,3,3,3,3,3,3,3,4,3
2326,1673,3,3,4,4,4,3,4,3,4,4
2327,1674,3,3,2,4,4,3,4,3,3,3
2328,1674,4,4,3,4,4,4,3,3,4,3
2329,1675,3,2,4,3,3,3,3,4,4,3
2330,1676,2,3,2,4,3,3,4,3,3,3
2331,1677,3,4,3,4,4,3,4,4,4,3
2332,1678,3,3,3,4,3,4,3,4,4,3
2333,1679,3,2,3,4,3,4,3,3,4,4
2334,1679,2,4,3,3,4,2,3,2,2,3
2335,1679,3,2,3,4,3,4,4,4,4,4
2336,1680,3,4,2,3,4,3,3,3,3,3
2337,1681,3,3,2,3,3,3,2,3,3,3
2338,1682,2,4,2,4,3,3,2,3,3,2
2339,1683,3,3,3,4,3,3,4,4,4,3
2340,1684,4,4,4,4,4,4,4,4,4,4
2341,1685,4,3,3,4,3,4,4,4,4,3
2342,1685,2,4,3,4,4,4,4,4,4,4
2343,1686,4,3,2,4,3,3,4,3,3,3
2344,1686,3,2,2,4,1,3,4,3,4,2
2345,1687,3,2,2,3,2,3,2,3,3,2
2346,1688,3,4,4,4,2,3,4,3,4,2
2347,1689,4,3,2,4,3,4,4,3,4,4
2348,1690,3,3,2,3,3,3,3,3,3,3
2349,1691,4,2,4,3,4,3,4,4,3,2
2350,1692,3,2,3,3,3,3,3,3,3,3
2351,1693,4,4,2,4,4,3,3,3,3,3
2352,1694,3,3,2,4,2,3,4,3,3,2
2353,1695,3,4,4,4,4,4,4,4,4,4
2354,1696,4,4,3,4,4,3,4,4,4,3
2355,1697,4,3,4,4,4,4,3,4,4,4
2356,1698,4,2,3,4,2,4,3,3,3,2
2357,1698,4,3,2,3,3,3,3,4,3,3
2358,1699,3,3,2,3,3,3,4,4,3,3
2359,1700,2,3,3,4,3,2,4,3,4,3
2360,1701,4,4,3,4,4,4,4,4,4,3
2361,1702,3,4,3,4,4,3,4,4,4,4
2362,1703,4,4,4,4,4,4,4,4,4,3
2363,1703,4,4,4,4,4,3,4,4,4,4
2364,1704,4,3,2,4,3,1,2,4,4,4
2365,1705,3,2,2,4,4,4,4,3,4,3
2366,1706,4,3,3,4,3,4,3,4,3,2
2367,1707,4,3,2,4,3,3,3,3,3,2
2368,1708,3,3,3,4,3,4,4,4,4,3
2369,1708,4,3,2,4,3,4,4,4,4,3
2370,1709,2,3,3,3,3,3,2,4,4,3
2371,1709,2,3,2,3,3,3,1,4,3,3
2372,1710,3,4,3,4,3,3,4,3,3,4
2373,1710,3,4,4,4,4,4,4,3,4,4
2374,1711,4,4,3,4,4,4,4,4,4,4
2375,1712,3,2,3,4,2,3,3,3,3,2
2376,1713,4,3,3,3,3,3,3,3,3,3
2377,1714,3,3,2,3,3,4,3,3,3,3
2378,1715,2,3,3,2,3,4,3,3,4,3
2379,1716,3,3,3,3,3,3,3,4,3,3
2380,1717,4,3,2,3,4,3,4,3,4,3
2381,1718,4,4,2,4,4,2,4,3,4,3
2382,1719,3,3,3,4,3,3,3,3,3,3
2383,1719,3,3,2,3,3,4,3,3,3,3
2384,1720,1,3,3,4,3,4,4,3,3,3
2385,1721,3,3,3,4,3,4,4,3,4,3
2386,1721,3,3,3,4,4,3,4,4,4,3
2387,1722,3,4,2,3,3,3,2,3,4,2
2388,1723,2,3,2,4,3,3,3,3,4,2
2389,1724,2,4,2,4,3,3,4,1,3,3
2390,1725,3,3,3,4,3,3,3,2,2,3
2391,1725,3,3,3,3,2,3,2,2,3,4
2392,1726,3,3,2,4,3,3,4,3,3,2
2393,1727,2,4,4,3,4,2,4,1,2,3
2394,1728,4,3,2,4,3,4,4,3,4,3
2395,1728,3,4,2,1,2,4,3,3,3,3
2396,1729,4,4,2,4,3,4,4,4,4,3
2397,1729,4,4,3,4,3,4,4,4,4,4
2398,1730,4,4,2,2,3,4,3,3,4,4
2399,1730,3,2,3,3,3,4,3,4,3,3
2400,1731,3,2,2,4,3,3,3,4,3,3
2401,1731,3,3,2,3,3,3,4,4,2,2
2402,1732,1,2,4,2,2,3,2,3,3,4
2403,1732,1,3,4,2,3,3,3,2,1,2
2404,1733,3,3,2,4,3,3,3,4,4,3
2405,1734,2,3,2,2,3,3,3,4,4,2
2406,1734,2,3,3,4,4,2,3,4,2,3
2407,1735,4,3,3,3,2,3,3,4,3,3
2408,1736,3,3,2,3,3,2,2,2,3,2
2409,1737,3,4,3,4,3,3,4,3,4,3
2410,1738,3,2,4,4,2,3,4,3,3,2
2411,1739,4,4,4,4,4,4,4,4,4,4
2412,1739,4,3,2,4,3,4,4,4,4,4
2413,1740,3,4,4,4,4,3,4,4,4,4
2414,1740,4,3,2,4,4,3,3,4,4,3
2415,1741,3,2,2,4,2,3,3,4,4,4
2416,1741,3,3,3,4,3,3,3,4,4,4
2417,1742,4,4,3,4,4,4,4,4,4,3
2418,1743,4,4,3,4,3,4,3,3,3,3
2419,1743,2,4,2,4,4,4,3,3,4,4
2420,1744,2,3,3,3,3,2,3,3,2,3
2421,1744,2,3,2,3,2,2,3,3,4,3
2422,1744,3,3,2,3,3,4,3,3,2,3
2423,1745,3,3,2,3,3,3,2,3,3,2
2424,1746,3,3,1,3,3,3,2,2,3,2
2425,1746,3,4,3,4,3,4,3,3,4,3
2426,1747,2,3,4,3,3,2,3,2,2,3
2427,1748,3,3,3,3,3,4,2,3,3,2
2428,1748,3,3,2,4,2,4,2,3,4,3
2429,1749,3,3,2,4,3,3,3,3,4,2
2430,1750,1,4,3,4,4,3,4,2,4,4
2431,1751,3,3,4,4,4,3,4,4,4,2
2432,1751,3,3,2,4,4,3,4,3,4,3
2433,1752,3,4,2,4,4,3,4,3,4,4
2434,1753,2,4,3,4,4,4,4,4,4,4
2435,1753,2,4,4,4,4,4,4,4,4,4
2436,1754,2,4,4,4,4,1,4,1,1,4
2437,1754,4,3,3,4,3,4,3,4,4,3
2438,1755,3,3,3,3,3,2,3,3,3,3
2439,1756,2,4,3,3,4,3,4,1,1,3
2440,1757,4,3,3,4,3,3,4,4,4,2
2441,1758,3,3,4,4,4,3,3,3,3,4
2442,1759,4,4,3,4,3,3,3,4,4,4
2443,1760,2,3,3,3,4,2,3,3,3,3
2444,1760,3,3,3,3,3,4,4,4,4,3
2445,1761,4,2,2,4,3,3,4,3,3,2
2446,1762,4,4,3,4,2,3,3,4,4,3
2447,1763,4,4,1,4,4,4,4,3,4,2
2448,1764,4,3,3,4,3,4,3,4,4,3
2449,1764,3,3,2,4,3,2,3,4,4,3
2450,1765,3,2,2,4,2,3,4,3,4,2
2451,1766,3,2,2,3,2,3,2,3,3,2
2452,1767,3,3,2,4,3,3,3,3,3,2
2453,1769,3,3,2,3,3,3,3,3,3,2
2454,1769,3,3,2,4,2,3,3,3,3,2
2455,1769,3,3,2,2,3,3,3,3,3,2
2456,1770,3,3,2,4,3,3,2,3,3,2
2457,1771,3,3,2,4,2,4,4,3,4,2
2458,1772,3,3,2,4,3,3,3,3,3,3
2459,1773,1,4,3,4,4,3,4,4,4,3
2460,1773,3,3,3,4,4,4,4,3,3,3
2461,1774,3,2,3,3,3,3,3,3,3,2
2462,1775,3,2,3,4,3,4,4,1,4,3
2463,1775,1,4,4,4,2,3,4,3,3,2
2464,1775,3,2,3,4,3,4,3,3,3,3
2465,1776,3,3,1,4,4,3,4,3,3,3
2466,1776,4,3,3,4,3,3,3,3,4,3
2467,1777,3,3,2,3,3,3,3,3,4,2
2468,1777,3,4,3,4,3,3,3,4,4,3
2469,1777,3,3,2,4,2,3,2,4,4,3
2470,1778,3,2,4,4,3,3,4,4,3,3
2471,1779,4,4,4,4,3,4,4,4,4,3
2472,1780,3,2,3,4,3,3,3,3,4,3
2473,1781,3,4,4,4,2,3,4,4,3,4
2474,1782,2,2,2,4,2,3,4,3,3,3
2475,1783,3,4,4,3,3,1,3,2,3,4
2476,1784,4,2,3,4,2,3,2,2,4,3
2477,1784,4,2,2,3,2,3,2,3,3,2
2478,1785,3,4,3,4,3,4,3,3,3,4
2479,1786,4,4,3,4,4,3,4,4,3,3
2480,1787,3,4,2,4,4,3,4,4,4,3
2481,1788,2,3,3,4,3,2,4,3,4,3
2482,1788,4,4,2,4,4,3,4,4,1,4
2483,1789,4,3,2,4,2,4,4,4,3,3
2484,1790,3,2,2,4,2,3,3,3,4,3
2485,1791,1,2,2,2,4,3,2,3,4,2
2486,1791,3,2,4,4,4,3,4,3,1,4
2487,1792,4,3,1,4,3,3,4,3,4,3
2488,1792,4,4,3,4,4,3,4,4,3,3
2489,1793,3,3,3,4,3,2,3,3,3,3
2490,1794,4,2,2,4,3,3,4,3,4,3
2491,1795,3,3,3,3,3,3,3,3,4,2
2492,1796,3,2,3,4,3,3,4,4,4,3
2493,1797,3,3,3,4,3,3,3,4,3,3
2494,1798,3,2,2,4,3,3,4,3,3,2
2495,1799,2,3,3,4,4,3,4,3,3,2
2496,1800,3,3,2,4,3,3,4,3,4,2
2497,1801,4,4,4,4,4,1,4,4,4,4
2498,1802,4,4,4,4,3,3,4,3,4,2
2499,1802,4,3,3,3,3,3,3,3,4,3
2500,1803,3,2,2,4,4,3,2,3,3,3
2501,1804,3,2,2,4,3,3,2,3,3,2
2502,1805,3,3,3,3,3,3,3,3,4,3
2503,1806,3,4,2,4,3,2,4,3,4,3
2504,1807,3,3,2,4,3,3,4,3,3,3
2505,1807,4,4,4,4,4,4,4,4,4,4
2506,1808,3,2,2,4,2,3,4,3,4,2
2507,1809,1,3,4,3,3,4,3,4,2,4
2508,1810,1,2,1,2,2,3,3,1,1,2
2509,1811,4,3,2,4,2,3,3,3,3,3
2510,1811,2,3,3,4,3,3,4,3,3,2
2511,1812,2,3,3,4,2,3,3,3,4,3
2512,1813,3,2,2,4,2,3,3,3,3,3
2513,1814,3,3,2,3,2,3,3,4,3,2
2514,1814,1,4,2,4,4,4,4,4,4,2
2515,1815,2,3,4,4,3,3,4,2,4,4
2516,1816,3,2,3,3,3,3,3,3,3,3
2517,1818,4,4,4,4,4,3,3,4,4,3
2518,1819,4,3,4,4,4,3,4,3,4,2
2519,1819,4,4,2,4,4,3,2,4,4,3
2520,1820,2,3,3,3,3,3,3,3,3,3
2521,1820,3,4,3,4,3,3,4,3,4,3
2522,1820,3,2,2,3,3,4,2,3,4,4
2523,1821,3,4,4,4,4,3,3,4,4,4
2524,1822,4,3,2,4,2,3,3,3,4,3
2525,1822,3,2,2,3,3,4,3,4,4,2
2526,1823,4,3,2,4,3,4,2,4,4,3
2527,1823,2,3,3,3,3,2,3,2,2,3
2528,1823,3,3,2,3,3,3,3,4,3,2
2529,1824,1,4,4,4,4,4,4,4,4,4
2530,1825,1,4,3,4,4,3,4,3,4,2
2531,1826,2,3,3,3,3,3,4,3,3,3
2532,1827,2,4,3,4,4,4,2,3,4,4
2533,1828,2,3,3,4,3,2,3,3,3,3
2534,1829,4,3,2,4,2,3,4,3,4,2
2535,1829,3,4,3,4,4,3,4,3,4,3
2536,1830,3,2,2,3,2,3,3,3,3,2
2537,1831,3,2,3,4,3,1,3,4,4,2
2538,1831,4,4,2,4,4,4,4,4,4,4
2539,1832,4,3,4,4,3,3,4,2,4,4
2540,1832,2,3,3,3,3,3,3,2,2,3
2541,1832,3,3,3,4,3,2,2,2,3,3
2542,1833,2,2,3,4,3,3,4,4,3,2
2543,1834,3,2,3,4,2,3,3,3,3,3
2544,1834,3,3,2,4,3,2,3,3,3,3
2545,1835,1,2,2,4,3,2,4,3,4,3
2546,1836,3,3,3,4,3,3,4,3,4,3
2547,1837,3,3,2,3,3,4,3,4,4,3
2548,1838,2,3,2,3,3,4,3,3,3,3
2549,1839,2,3,3,3,3,1,4,1,1,3
2550,1840,3,3,2,3,3,3,2,3,3,3
2551,1840,4,3,3,3,3,3,3,3,3,3
2552,1840,2,3,3,3,3,3,3,3,4,3
2553,1841,2,3,4,3,3,3,3,3,2,4
2554,1842,4,3,3,4,4,3,4,3,3,4
2555,1843,3,3,3,4,3,4,3,3,4,3
2556,1844,3,2,2,3,2,3,3,3,4,2
2557,1845,3,4,4,4,4,3,4,4,4,3
2558,1846,4,3,3,4,3,3,3,4,4,3
2559,1847,2,3,3,3,3,4,3,2,2,3
2560,1848,3,3,3,3,3,3,3,4,3,3
2561,1849,3,3,3,4,2,3,3,3,3,3
2562,1849,3,3,3,3,4,3,3,3,3,3
2563,1850,3,3,2,4,3,3,3,3,4,3
2564,1851,1,3,3,4,4,4,4,3,3,3
2565,1852,3,4,3,4,4,4,2,4,4,4
2566,1853,2,3,3,4,3,4,4,3,4,3
2567,1854,3,3,3,4,4,4,4,4,4,4
2568,1855,4,4,2,4,4,4,4,3,4,4
2569,1856,2,3,2,4,3,1,3,4,4,3
2570,1857,3,4,2,4,2,1,2,4,1,2
2571,1858,3,3,2,4,3,4,4,4,3,2
2572,1858,3,3,3,3,3,3,3,4,3,4
2573,1859,3,2,2,4,2,3,2,2,2,2
2574,1859,2,2,2,4,2,2,1,3,3,2
2575,1860,2,3,3,4,3,3,3,3,4,3
2576,1861,2,4,3,4,4,4,4,3,4,3
2577,1861,4,4,3,4,4,4,2,3,4,4
2578,1862,3,4,4,4,4,4,4,3,3,3
2579,1863,4,3,2,4,3,4,4,4,4,3
2580,1864,3,3,2,4,3,4,4,3,4,3
2581,1864,3,4,3,4,4,3,4,3,4,3
2582,1865,2,3,3,3,3,2,3,2,2,3
2583,1866,4,3,2,4,2,3,3,4,3,3
2584,1866,3,4,2,4,3,3,4,3,3,2
2585,1867,3,3,4,4,4,3,4,4,4,2
2586,1868,2,3,4,4,3,3,3,4,4,3
2587,1869,3,3,3,3,3,4,3,4,4,3
2588,1869,3,4,3,3,3,3,4,4,3,3
2589,1870,1,4,3,4,4,4,4,3,4,2
2590,1871,3,3,3,4,3,3,3,3,3,3
2591,1872,4,3,2,4,3,4,4,3,3,3
2592,1873,3,3,2,4,2,4,3,4,4,2
2593,1874,2,3,4,4,3,2,4,4,4,3
2594,1875,4,2,2,4,2,2,4,3,3,2
2595,1876,2,2,2,4,3,3,4,3,4,2
2596,1877,4,3,2,4,3,4,3,4,4,2
2597,1877,3,3,4,4,4,4,4,4,3,4
2598,1878,4,4,3,4,3,3,3,3,3,3
2599,1878,3,4,3,4,3,4,3,4,4,4
2600,1879,2,3,3,3,3,2,3,2,2,3
2601,1880,4,3,3,4,3,4,4,4,4,4
2602,1880,3,4,3,3,3,3,3,4,4,3
2603,1881,3,2,3,4,2,2,4,4,4,4
2604,1882,1,4,2,4,3,3,4,3,1,2
2605,1883,4,4,4,4,4,4,4,4,4,4
2606,1884,4,4,4,4,3,4,4,4,4,4
2607,1885,4,4,3,4,4,4,3,4,4,4
2608,1886,3,4,2,4,2,3,4,3,3,2
2609,1887,3,4,3,4,4,4,4,4,4,3
2610,1887,3,4,1,4,3,4,3,4,4,2
2611,1888,3,4,3,3,3,1,4,3,3,4
2612,1890,4,4,2,4,3,3,4,3,4,4
2613,1891,3,2,3,4,2,3,4,3,3,3
2614,1892,3,3,2,3,3,3,4,3,3,3
2615,1893,3,4,4,4,4,4,4,2,4,4
2616,1893,3,2,4,4,3,4,4,4,4,2
2617,1894,3,4,2,3,2,2,4,3,4,3
2618,1894,2,4,2,3,4,3,3,2,3,4
2619,1895,3,2,3,4,3,3,2,3,3,2
2620,1895,3,2,3,4,2,3,3,4,3,4
2621,1896,2,3,2,3,4,1,3,2,3,3
2622,1896,3,3,3,4,3,3,4,3,4,3
2623,1897,4,2,4,4,4,4,2,3,4,4
2624,1898,4,4,4,4,4,4,1,4,4,2
2625,1899,4,2,2,4,3,3,3,3,4,2
2626,1900,2,4,2,3,3,2,4,1,4,3
2627,1901,4,4,2,4,4,3,4,3,4,3
2628,1902,4,4,4,4,4,4,4,4,4,4
2629,1903,1,4,4,4,4,3,2,3,3,4
2630,1904,2,3,3,2,2,3,2,2,3,3
2631,1905,3,2,2,4,2,3,4,3,4,2
2632,1906,4,4,1,2,4,3,2,2,3,2
2633,1906,4,4,2,4,4,3,2,3,4,4
2634,1907,3,4,2,4,4,4,3,4,4,3
2635,1907,4,3,2,4,4,4,3,4,3,3
2636,1908,3,3,2,4,2,3,4,3,3,2
2637,1909,4,4,3,4,3,3,3,4,3,2
2638,1909,3,4,3,4,4,3,3,3,4,4
2639,1910,1,4,4,4,4,4,4,4,4,4
2640,1910,1,4,4,4,4,4,4,3,4,4
2641,1911,3,4,2,4,4,3,2,3,4,2
2642,1911,3,2,2,4,2,3,2,3,3,2
2643,1912,4,4,2,4,2,4,3,4,4,3
2644,1913,4,4,3,4,4,4,3,3,3,3
2645,1914,3,2,2,4,2,4,4,3,3,2
2646,1914,3,2,1,4,2,3,2,3,3,2
2647,1915,3,4,3,4,4,3,3,4,4,3
2648,1916,1,3,2,4,3,3,3,3,3,4
2649,1916,3,4,2,4,3,3,4,3,3,4
2650,1917,4,2,2,4,2,3,3,2,1,3
2651,1917,3,2,4,4,2,1,2,3,4,4
2652,1918,4,3,1,4,3,3,3,4,4,2
2653,1918,3,3,3,4,3,4,3,4,4,3
2654,1919,4,4,4,4,3,4,4,3,4,4
2655,1920,3,2,3,4,2,3,3,3,4,3
2656,1921,3,4,2,4,3,4,4,1,4,4
2657,1922,3,4,4,3,4,4,3,2,4,3
2658,1923,3,3,2,4,2,4,1,3,4,2
2659,1923,3,4,2,4,2,4,2,4,4,2
2660,1924,3,3,2,4,3,4,3,4,4,3
2661,1924,3,3,3,3,3,3,3,4,4,3
2662,1925,4,4,4,4,4,3,4,3,4,4
2663,1925,1,1,1,4,1,3,2,2,1,1
2664,1926,1,4,2,4,2,3,4,3,3,4
2665,1927,3,2,2,2,2,3,2,3,3,2
2666,1927,4,2,2,3,2,4,2,3,4,2
2667,1928,3,2,3,3,2,3,2,3,4,2
2668,1929,3,2,2,2,3,3,2,4,2,3
2669,1930,3,3,3,3,2,3,3,3,3,3
2670,1931,4,3,2,4,3,3,3,4,4,3
2671,1932,3,3,2,3,2,4,4,4,4,3
2672,1932,2,3,3,4,3,4,4,4,4,4
2673,1933,3,2,2,4,3,3,2,3,3,3
2674,1933,3,2,2,4,4,3,3,3,4,2
2675,1934,4,4,3,4,3,3,4,3,3,3
2676,1935,4,4,2,4,2,4,2,4,4,4
2677,1936,3,3,2,2,2,3,2,3,3,3
2678,1936,3,3,2,2,2,3,2,3,2,3
2679,1937,2,4,3,4,3,4,4,4,4,4
2680,1938,4,4,4,4,2,3,4,4,4,4
2681,1938,4,4,4,4,4,3,4,3,4,3
2682,1939,4,4,4,4,4,4,4,4,4,4
2683,1940,2,4,3,4,3,2,3,2,2,4
2684,1941,1,4,2,4,4,4,4,1,4,4
2685,1942,3,4,2,2,2,4,2,3,3,2
2686,1943,3,4,4,4,4,3,2,3,3,4
2687,1943,3,3,4,4,3,3,2,3,3,4
2688,1944,3,4,2,4,2,3,4,4,3,2
2689,1944,4,4,2,4,4,3,3,3,4,4
2690,1945,4,4,3,4,4,4,2,3,4,3
2691,1946,3,2,2,3,2,4,2,3,3,2
2692,1947,3,4,4,3,4,3,3,4,3,4
2693,1947,3,2,3,4,3,3,3,3,4,3
2694,1948,4,4,3,4,4,3,4,4,4,3
2695,1948,3,4,3,4,4,3,4,3,4,4
2696,1949,3,4,3,3,4,2,4,2,2,4
2697,1950,4,3,3,4,3,3,2,3,3,3
2698,1951,3,3,4,4,3,4,3,4,4,3
2699,1952,3,4,2,2,4,3,2,3,3,4
2700,1953,2,3,2,3,3,3,3,3,3,3
2701,1953,2,3,3,4,3,3,3,3,3,3
2702,1954,3,2,2,4,2,4,2,3,3,1
2703,1955,3,2,2,3,2,2,2,3,3,2
2704,1956,1,4,4,3,4,1,4,1,3,4
2705,1956,3,2,4,4,2,3,2,3,3,3
2706,1957,1,4,4,4,4,4,4,1,4,3
2707,1957,4,4,4,4,2,4,4,4,4,4
2708,1958,4,4,2,4,3,4,4,4,4,3
2709,1959,3,2,2,4,2,3,4,3,4,2
2710,1959,3,4,4,4,3,4,4,3,4,3
2711,1960,3,2,2,4,3,4,2,4,4,2
2712,1961,2,4,3,4,3,4,4,3,4,4
2713,1961,4,3,3,3,3,3,3,3,4,3
2714,1962,4,3,2,4,3,4,4,4,4,3
2715,1963,1,4,4,4,4,1,4,2,4,4
2716,1964,3,3,2,4,3,3,3,3,3,4
2717,1965,3,2,2,3,2,3,2,2,3,2
2718,1966,3,2,2,4,2,2,2,3,3,2
2719,1966,3,2,2,2,2,3,2,3,3,2
2720,1967,1,4,4,4,2,4,4,3,4,3
2721,1967,1,4,2,4,2,4,4,3,4,4
2722,1968,3,3,4,4,3,3,3,3,3,4
2723,1968,3,3,3,3,3,4,3,3,2,4
2724,1969,3,3,2,4,3,3,4,3,3,3
2725,1970,3,2,2,2,2,4,2,3,3,2
2726,1970,3,4,4,4,2,3,4,3,4,2
2727,1971,3,2,2,4,2,4,2,4,4,2
2728,1972,3,3,3,3,3,3,3,4,4,3
2729,1972,4,4,3,4,4,4,3,4,4,2
2730,1973,1,4,4,4,3,4,3,2,2,3
2731,1973,3,2,3,4,4,4,4,4,4,3
2732,1974,3,3,2,2,2,4,3,3,3,1
2733,1975,3,2,2,4,2,4,2,4,4,2
2734,1975,4,3,2,3,2,3,3,4,4,2
2735,1976,4,4,4,4,4,3,4,3,4,2
2736,1977,4,4,3,4,4,4,3,4,4,4
2737,1977,3,4,4,4,4,4,4,3,4,4
2738,1978,3,4,4,4,4,4,4,4,4,4
2739,1979,3,2,1,4,2,3,4,2,3,2
2740,1980,1,4,4,4,4,4,4,4,4,2
2741,1981,3,3,2,4,3,4,4,3,4,3
2742,1981,3,3,2,4,2,4,4,3,3,3
2743,1982,2,4,3,4,4,4,4,4,4,4
2744,1983,4,4,4,3,3,3,3,4,4,4
2745,1983,4,3,3,3,3,3,3,3,3,3
2746,1984,3,3,3,3,3,1,3,3,3,3
2747,1985,2,3,3,4,3,3,3,3,4,3
2748,1985,2,3,4,3,3,3,3,3,3,3
2749,1986,3,3,4,4,3,3,4,3,4,3
2750,1987,4,4,2,2,4,3,2,4,4,2
2751,1988,4,2,1,3,2,3,3,3,3,2
2752,1988,3,2,3,3,2,3,3,3,3,2
2753,1989,2,2,2,4,3,3,3,4,3,2
2754,1989,4,3,3,4,4,3,1,4,4,3
2755,1990,3,3,3,4,3,4,4,4,4,3
2756,1991,1,2,1,4,2,3,2,3,4,2
2757,1992,3,3,4,4,3,3,4,4,3,3
2758,1992,4,3,2,4,3,3,3,3,3,3
2759,1992,3,2,3,3,2,2,3,3,3,3
2760,1994,1,4,2,4,4,3,4,3,4,4
2761,1994,3,4,2,4,2,3,4,4,4,2
2762,1994,3,3,2,4,2,4,4,4,4,2
2763,1994,3,4,3,3,3,4,3,4,4,2
2764,1996,3,4,2,4,2,3,2,3,3,2
2765,1996,3,4,2,4,2,3,2,3,3,2
2766,1997,3,3,2,4,3,4,4,4,4,3
2767,1997,3,3,3,4,3,4,3,4,4,2
2768,1998,4,4,3,4,4,2,4,3,4,3
